arch,same_cov_alpha,conflict_alpha,n_rules,test_covered_pct,test_covered_rule_acc,test_rule_acc,reevaluated_test_covered_pct,reevaluated_test_rule_acc,n_conflicts,avg_conditions,rule_json,cart_npz
14x32x16x2,0.1,0.5,63,98.95,79.49,77.27,98.95,77.27,311,1.84,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.1_ca0.5.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.1_ca0.5_tree.npz
14x32x16x2,0.2,0.5,62,98.56,79.58,77.45,98.56,77.45,296,1.95,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.2_ca0.5.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.2_ca0.5_tree.npz
14x32x16x2,0.3,0.5,57,98.68,77.93,77.17,98.68,77.17,118,1.98,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.3_ca0.5.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.3_ca0.5_tree.npz
14x32x16x2,0.4,0.5,56,74.87,81.36,79.9,74.87,79.9,42,2.05,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.4_ca0.5.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.4_ca0.5_tree.npz
14x32x16x2,0.5,0.0,55,87.73,79.6,78.83,87.73,78.83,37,2.02,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.0.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.0_tree.npz
14x32x16x2,0.5,0.1,55,87.73,79.6,78.83,87.73,78.83,37,2.02,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.1.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.1_tree.npz
14x32x16x2,0.5,0.2,55,87.73,79.6,78.83,87.73,78.83,37,2.02,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.2.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.2_tree.npz
14x32x16x2,0.5,0.3,55,87.73,79.6,78.83,87.73,78.83,37,2.02,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.3.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.3_tree.npz
14x32x16x2,0.5,0.4,58,88.29,79.73,78.82,88.29,78.82,56,2.07,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.4.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.4_tree.npz
14x32x16x2,0.5,0.5,58,88.29,79.73,78.82,88.29,78.82,56,2.07,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.5.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.5_tree.npz
14x32x16x2,0.5,0.6,58,88.29,79.73,78.82,88.29,78.82,56,2.07,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.6.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.6_tree.npz
14x32x16x2,0.5,0.7,58,88.29,79.73,78.82,88.29,78.82,56,2.07,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.7.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.7_tree.npz
14x32x16x2,0.5,0.8,56,88.29,79.71,78.82,88.29,78.82,57,2.09,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.8.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.8_tree.npz
14x32x16x2,0.5,0.9,54,88.25,79.73,78.83,88.25,78.83,55,2.04,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.9.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.9_tree.npz
14x32x16x2,0.5,1.0,54,88.25,79.73,78.83,88.25,78.83,55,2.04,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca1.0.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca1.0_tree.npz
14x32x16x2,0.6,0.5,54,88.23,79.61,78.83,88.23,78.83,48,2.06,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.6_ca0.5.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.6_ca0.5_tree.npz
14x32x16x2,0.7,0.5,51,88.18,79.59,78.82,88.18,78.82,43,2.06,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.7_ca0.5.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.7_ca0.5_tree.npz
14x32x16x2,0.8,0.5,50,87.73,79.55,78.82,87.73,78.82,37,2.08,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.8_ca0.5.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.8_ca0.5_tree.npz
14x32x16x2,0.9,0.5,46,87.5,79.59,78.87,87.5,78.87,32,2.04,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.9_ca0.5.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.9_ca0.5_tree.npz
14x32x16x2,1.0,0.5,44,85.34,79.51,78.89,85.34,78.89,27,2.02,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca1.0_ca0.5.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x16x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca1.0_ca0.5_tree.npz
14x32x2,0.0,0.5,87,99.99,79.66,75.23,99.99,75.23,434,1.63,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.0_ca0.5.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.0_ca0.5_tree.npz
14x32x2,0.1,0.5,49,97.82,81.54,78.94,97.82,78.94,305,2.04,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.1_ca0.5.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.1_ca0.5_tree.npz
14x32x2,0.2,0.5,47,99.52,83.56,75.87,99.52,75.87,961,2.13,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.2_ca0.5.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.2_ca0.5_tree.npz
14x32x2,0.3,0.5,52,91.35,85.77,81.12,91.35,81.12,470,2.02,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.3_ca0.5.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.3_ca0.5_tree.npz
14x32x2,0.4,0.5,48,90.57,85.86,81.14,90.57,81.14,445,2.08,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.4_ca0.5.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.4_ca0.5_tree.npz
14x32x2,0.5,0.0,47,91.01,85.76,81.16,91.01,81.16,467,2.04,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.0.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.0_tree.npz
14x32x2,0.5,0.1,45,90.74,85.83,81.14,90.74,81.14,457,2.04,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.1.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.1_tree.npz
14x32x2,0.5,0.2,45,90.74,85.83,81.14,90.74,81.14,457,2.04,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.2.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.2_tree.npz
14x32x2,0.5,0.3,46,90.79,85.31,81.16,90.79,81.16,423,2.09,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.3.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.3_tree.npz
14x32x2,0.5,0.4,45,90.74,85.83,81.14,90.74,81.14,457,2.04,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.4.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.4_tree.npz
14x32x2,0.5,0.5,45,90.74,85.83,81.14,90.74,81.14,457,2.04,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.5.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.5_tree.npz
14x32x2,0.5,0.6,46,90.68,85.3,81.21,90.68,81.21,413,2.09,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.6.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.6_tree.npz
14x32x2,0.5,0.7,46,90.68,85.3,81.21,90.68,81.21,413,2.09,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.7.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.7_tree.npz
14x32x2,0.5,0.8,46,90.68,85.3,81.21,90.68,81.21,413,2.09,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.8.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.8_tree.npz
14x32x2,0.5,0.9,46,90.68,85.3,81.21,90.68,81.21,413,2.09,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.9.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca0.9_tree.npz
14x32x2,0.5,1.0,46,90.68,85.3,81.21,90.68,81.21,413,2.09,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca1.0.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.5_ca1.0_tree.npz
14x32x2,0.6,0.5,42,73.68,87.71,82.75,73.68,82.75,241,2.05,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.6_ca0.5.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.6_ca0.5_tree.npz
14x32x2,0.7,0.5,40,70.61,88.55,82.89,70.61,82.89,135,2.02,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.7_ca0.5.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.7_ca0.5_tree.npz
14x32x2,0.8,0.5,39,73.57,87.54,82.74,73.57,82.74,195,2.0,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.8_ca0.5.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.8_ca0.5_tree.npz
14x32x2,0.9,0.5,37,69.45,88.71,83.01,69.45,83.01,108,1.95,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.9_ca0.5.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca0.9_ca0.5_tree.npz
14x32x2,1.0,0.5,37,69.45,88.71,83.01,69.45,83.01,108,1.95,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca1.0_ca0.5.json,Adult/figure9_penalty_sweep/artifacts/kd_fc_14x32x2_bern_deg3_alpha0.5_T2_lr0.006_wd0.0001_seed6_sca1.0_ca0.5_tree.npz
